YEAR	CODE	RECORD_ID	BEST_FIVE	CHINESE	ENGLISH	MATHS	LIBERAL_STUDIES	ELECT_SUB_1	ELECT_SUB_2	ELECT_GRADE_1	ELECT_GRADE_2
2015	JS4056	1103	25	3	5*	4	4	History	Mathematics Extended Modules II	5*	5
2015	JS4056	1008	26	5	4	5	4	History	Chinese History	5**	5
2015	JS4056	526	24	4	4	4	5**	Chinese History	Business, Accounting and Financial Studies	5	4
2015	JS4056	363	26	4	4	4	5*	Chinese History	History	5*	5*
2015	JS4056	245	24	4	5	4	4	Economics	History	5*	5
2015	JS4056	57	24	5*	4	4	5	Chinese History	Chemistry	5	4
2015	JS4056	7	26	5	3	5	5*	History	Tourism and Hospitality Studies	5*	4
2015	JS4068	2453	29	5*	5	4	5	Visual Arts	Economics	5*	4
2015	JS4068	1541	25	4	5	5	4	Economics	Business, Accounting and Financial Studies	5*	5
2015	JS4068	695	26	5	4	5*	5	Chemistry	Economics	4	4
2015	JS4068	377	24	4	4	4	4	Economics	History	5	5**
2015	JS4068	287	23	5	4	4	5	Business, Accounting and Financial Studies	Economics	5	4
2015	JS4070	2475	26	4	5	5	5**	Biology	Geography	4	5
2015	JS4070	2036	27	5	4	5	4	Business, Accounting and Financial Studies	Economics	5	5*
2015	JS4070	434	24	5	5*	4	4	Biology	Geography	5	4
2015	JS4082	2285	26	4	5*	4	4	Geography	Information and Communication Technology	5**	5
2015	JS4082	1602	26	3	5*	5	4	Music	Economics	5**	4
2015	JS4082	724	27	4	5	5	5*	Business, Accounting and Financial Studies	Economics	5	5
2015	JS4082	128	26	4	5	5*	5	Biology	Physics	5	5
2015	JS4094	2710	24	5	4	4	4	Geography	Chinese History	3	5*
2015	JS4094	2015	29	5*	4	5	5**	Economics	Business, Accounting and Financial Studies	5*	5
2015	JS4094	1107	25	3	3	5*	5*	Economics	Business, Accounting and Financial Studies	5*	4
2015	JS4094	793	26	5*	3	4	5*	Chinese History	History	5	5
2015	JS4094	410	25	5**	4	3	5	Chinese History	History	5	4
2015	JS4109	1288	22	4	4	3	5	Business, Accounting and Financial Studies	Geography	5	4
2015	JS4109	1035	23	4	4	4	5	Chinese History	History	5	5
2015	JS4109	910	22	5	4	5	4	Business, Accounting and Financial Studies	Chinese History	4	4
2015	JS4109	735	23	5*	4	5	4	Physics	Chemistry	4	4
2015	JS4109	689	23	5	3	4	5	Chinese History	Chinese Literature	5*	3
2015	JS4109	196	21	5	4	3	4	Economics	Chinese History	3	5
2015	JS4109	44	24	5	3	4	5	Economics	Business, Accounting and Financial Studies	5*	4
2015	JS4123	2237	32	5**	5*	4	5*	Chemistry	Chinese History	5*	5**
2015	JS4123	2181	31	5	5*	5*	5**	Chinese History	Economics	5*	5*
2015	JS4123	1933	29	4	5*	5*	5*	Biology	Chemistry	5*	4
2015	JS4123	1590	28	5*	5*	5	5*	Chinese History	Economics	4	5
2015	JS4123	1100	26	5**	5	4	5	Biology	Chemistry	4	5
2015	JS4123	747	28	5	5*	5*	5	Biology	Chemistry	5	5
2015	JS4123	729	28	5*	5	5	5	Chinese History	Economics	5**	5
2015	JS4123	602	29	5*	4	5	5**	Chemistry	Chinese Literature	5	5*
2015	JS4202	2516	26	4	4	4	5*	Business, Accounting and Financial Studies	Economics	5*	5
2015	JS4202	2467	27	3	5	5**	4	Business, Accounting and Financial Studies	Economics	5*	5
2015	JS4202	2284	25	5*	4	4	5	Biology	Chinese History	4	5*
2015	JS4202	2184	26	5	5	5	4	Business, Accounting and Financial Studies	Economics	5	5*
2015	JS4202	2083	25	4	4	5*	4	Business, Accounting and Financial Studies	Chemistry	5*	5
2015	JS4202	2075	25	5	5	5*	4	Biology	Physics	4	5
2015	JS4202	2057	29	4	5	5*	5*	Business, Accounting and Financial Studies	Economics	5	5**
2015	JS4202	1988	26	5*	4	5*	4	Biology	Economics	5	5
2015	JS4202	1955	28	4	3	5*	5	Economics	Business, Accounting and Financial Studies	5**	5*
2015	JS4202	1941	26	5**	5	4	5*	Economics	Business, Accounting and Financial Studies	4	4
2015	JS4202	1883	26	4	4	5*	4	Business, Accounting and Financial Studies	Mathematics Extended Modules I	5*	5*
2015	JS4202	1764	28	4	5	5*	4	Mathematics Extended Modules II	Physics	5*	5*
2015	JS4202	1567	27	5	5	5	5*	Chinese History	Geography	5*	4
2015	JS4202	1559	28	5*	4	4	5**	Economics	Business, Accounting and Financial Studies	5*	5
2015	JS4202	1177	27	4	4	5*	4	Chemistry	Economics	5*	5*
2015	JS4202	931	25	4	4	5*	5	Mathematics Extended Modules I	History	5*	4
2015	JS4202	849	26	4	5	5*	5	Business, Accounting and Financial Studies	Chinese Literature	4	2
2015	JS4202	718	27	5*	5	5	5	Business, Accounting and Financial Studies	Chinese History	4	5*
2015	JS4202	551	26	5	5	5*	4	Business, Accounting and Financial Studies	Physics	5	5
2015	JS4202	337	26	5*	4	5	5	Biology	Chemistry	5	5
2015	JS4202	314	28	3	5	5**	4	Mathematics Extended Modules II	Chemistry	5*	5
2015	JS4202	283	28	5*	4	5	5	Economics	Information and Communication Technology	5*	5*
2015	JS4202	172	26	5	5*	4	5**	Geography	Economics	4	4
2015	JS4202	129	25	4	5	4	5*	Business, Accounting and Financial Studies	Economics	5	5
2015	JS4202	91	27	3	5	5*	4	Business, Accounting and Financial Studies	Economics	5*	4
2015	JS4214	1015	35	4	5**	5**	4	Business, Accounting and Financial Studies	Economics	5**	5**
2015	JS4214	725	35	5*	5**	5**	5**	Physics	Chemistry	5**	5**
2015	JS4214	406	34	5*	5**	5**	5	Biology	Economics	5	5**
2015	JS4226	2667	26	5*	5*	5	4	Economics	Physics	4	4
2015	JS4226	2437	26	5*	4	4	5	Geography	Chemistry	5**	4
2015	JS4226	2154	24	4	5	5	5	Economics	Chemistry	5	4
2015	JS4226	1700	25	5	4	4	5	Business, Accounting and Financial Studies	Economics	5*	5
2015	JS4226	1252	26	4	4	5	4	Mathematics Extended Modules II	Physics	5*	5
2015	JS4226	1135	24	4	4	5	5	Business, Accounting and Financial Studies	Chinese Literature	5*	3
2015	JS4226	734	26	5	5	5*	3	Chemistry	Biology	5	5
2015	JS4226	627	25	4	5	4	5	Geography	Biology	5*	4
2015	JS4226	565	27	4	4	5*	5	Business, Accounting and Financial Studies	Economics	5*	5*
2015	JS4226	460	25	4	4	5	5	Chinese History	History	5*	5
2015	JS4226	359	24	4	5	5	4	Geography	Biology	5*	4
2015	JS4236	2628	31	4	5*	5**	4	Mathematics Extended Modules II	Business, Accounting and Financial Studies	5*	5*
2015	JS4236	2602	31	5	5*	5	5*	Chemistry	Economics	5**	5
2015	JS4236	2425	29	5*	4	5*	4	Physics	Chemistry	5*	5
2015	JS4236	1279	28	5	5	5	5	Mathematics Extended Modules I	Economics	5*	5*
2015	JS4236	1133	30	4	4	5**	5	Economics	Chemistry	5*	5
2015	JS4236	1026	33	5	5	5**	4	Business, Accounting and Financial Studies	Economics	5**	5**
2015	JS4236	901	28	5	5	5*	4	Chemistry	Physics	5	5
2015	JS4236	771	29	5**	5	5*	5*	Chemistry	Economics	5	5
2015	JS4236	504	31	4	4	5**	5	Biology	Chemistry	5*	5*
2015	JS4236	471	30	5	5*	5**	5	Physics	Chemistry	5*	5
2015	JS4236	261	29	4	5	5**	5*	Biology	Chemistry	5	5*
2015	JS4236	228	30	5*	5	5**	5	Chemistry	Physics	5	5*
2015	JS4236	207	30	5**	5	5	5*	Economics	Chemistry	5*	5*
2015	JS4236	193	31	4	5	5*	4	Physics	Chemistry	5**	5*
2015	JS4236	117	30	4	5	5**	4	Chemistry	Economics	5	5
2015	JS4240	2696	29	3	5	5*	4	Business, Accounting and Financial Studies	Chemistry	5*	5**
2015	JS4240	2609	32	5	5*	5*	5*	Business, Accounting and Financial Studies	Economics	5**	5**
2015	JS4240	2377	31	4	5*	5*	5*	Chemistry	Economics	5*	5**
2015	JS4240	2376	26	4	4	5	5*	Business, Accounting and Financial Studies	Chemistry	5*	5
2015	JS4240	2375	30	5	4	5*	4	Biology	Chemistry	5*	5*
2015	JS4240	2374	28	5	5	4	5	Business, Accounting and Financial Studies	Economics	5**	5*
2015	JS4240	2373	26	5	5	5	5	Economics	Business, Accounting and Financial Studies	5*	5
2015	JS4240	2334	35	5**	5**	5**	4	Business, Accounting and Financial Studies	Economics	5**	5**
2015	JS4240	2191	31	5*	5*	5**	4	Biology	Chemistry	5	5*
2015	JS4240	2173	27	4	4	5	5*	Business, Accounting and Financial Studies	Economics	5**	5
2015	JS4240	2080	26	5	4	5*	5*	Business, Accounting and Financial Studies	Geography	5	4
2015	JS4240	1930	30	5*	5*	5	5**	Biology	Chemistry	5*	5
2015	JS4240	1927	26	4	5	5	5	Physics	Chemistry	5	4
2015	JS4240	1850	28	4	4	5	5**	Mathematics Extended Modules II	Biology	5	5*
2015	JS4240	1848	29	4	5*	5*	5	Biology	Chemistry	5	5*
2015	JS4240	1837	28	5*	5	5	5*	Business, Accounting and Financial Studies	Economics	5	5*
2015	JS4240	1652	27	5	5	5	5*	Business, Accounting and Financial Studies	Physics	5*	5
2015	JS4240	1522	28	4	5	5**	5	Biology	Business, Accounting and Financial Studies	4	5
2015	JS4240	1399	27	4	5	5	5	Business, Accounting and Financial Studies	Economics	5*	5*
2015	JS4240	1360	26	4	5	5	5	Biology	Chemistry	4	5
2015	JS4240	1101	28	4	5	5	5*	Biology	Business, Accounting and Financial Studies	4	5*
2015	JS4240	1031	28	5	5	5*	4	Biology	Chemistry	5	5**
2015	JS4240	513	32	5	5	5*	5**	Mathematics Extended Modules II	Business, Accounting and Financial Studies	5*	5**
2015	JS4240	454	27	5*	5*	5	5	Business, Accounting and Financial Studies	Economics	5	5
2015	JS4240	408	28	3	4	5*	4	Chemistry	Economics	5	5*
2015	JS4240	396	28	4	5*	5**	4	Biology	Chemistry	5	5
2015	JS4240	237	27	4	4	5*	4	Business, Accounting and Financial Studies	Economics	5**	5*
2015	JS4240	22	27	4	4	5	5**	Chemistry	Physics	5	5
2015	JS4240	13	27	5	4	5*	4	Business, Accounting and Financial Studies	Mathematics Extended Modules II	5*	5
2015	JS4254	2735	29	5*	5	5	5*	Economics	Physics	5*	5*
2015	JS4254	1884	28	5	5*	5*	5*	Biology	Chemistry	4	4
2015	JS4254	715	30	5*	5*	5	5*	Physics	Chemistry	5	5
2015	JS4254	380	29	5*	5*	5*	5	Chemistry	Economics	4	5*
2015	JS4276	981	33	5**	5	5**	4	Business, Accounting and Financial Studies	Mathematics Extended Modules I	5**	5*
2015	JS4288	2631	32	5**	5*	5	5**	Geography	Economics	5*	5*
2015	JS4288	2101	31	5	5	5	5**	Business, Accounting and Financial Studies	Economics	5*	5*
2015	JS4288	1772	29	5	5*	5**	5	Economics	Chemistry	5*	5
2015	JS4288	1713	31	5	5*	5*	5	Chemistry	Economics	4	5**
2015	JS4288	993	32	5**	5*	5*	5*	Economics	Chemistry	5**	5*
2015	JS4288	853	31	5	5*	5*	5**	Business, Accounting and Financial Studies	Economics	5*	5*
2015	JS4331	2588	24	5*	4	4	4	Chemistry	Chinese Literature	5	5
2015	JS4331	2266	24	5*	5	4	4	Chinese Literature	Economics	4	5
2015	JS4331	1773	25	5	4	5	5	Economics	Chemistry	5*	3
2015	JS4331	1650	24	5*	4	5	5	Chinese Literature	Chinese History	4	4
2015	JS4331	1309	24	5**	4	4	5	Chemistry	Economics	4	4
2015	JS4331	402	25	5*	4	5	5	Economics	Chinese Literature	4	4
2015	JS4331	181	24	5	5	4	4	Chinese Literature	Chinese History	5*	4
2015	JS4343	2682	23	4	5*	5	4	Literature in English	Chemistry	4	4
2015	JS4343	1928	23	5	5*	4	4	Geography	History	4	4
2015	JS4343	1923	30	5	5*	5*	5	Business, Accounting and Financial Studies	Chemistry	5**	5
2015	JS4343	1408	25	5	5	4	5	Economics	Business, Accounting and Financial Studies	4	5*
2015	JS4343	1287	24	4	5	5	5	Health Management and Social Care	Physics	5	4
2015	JS4343	642	27	5	5*	5*	4	Business, Accounting and Financial Studies	Geography	5	5
2015	JS4343	512	23	4	5*	4	4	Economics	Geography	4	5
2015	JS4343	90	24	5	5	4	4	Chinese History	Business, Accounting and Financial Studies	5	5
2015	JS4355	587	23	5	3	3	5*	Biology	History	5	4
2015	JS4355	421	22	4	4	4	5*	Biology	Chemistry	4	4
2015	JS4361	2168	33	5*	3	5**	5*	Mathematics Extended Modules II	Physics	5**	5**
2015	JS4361	1656	24	5	4	5*	4	Chemistry	Biology	4	4
2015	JS4361	742	25	4	3	5*	4	Information and Communication Technology	Economics	5*	4
2015	JS4401	2615	22	3	4	5	2	Mathematics Extended Modules II	Information and Communication Technology	5	5
2015	JS4401	2567	21	3	4	5	4	Physics	Chemistry	4	4
2015	JS4401	2565	24	3	4	5	5	Chemistry	Economics	5	5
2015	JS4401	2504	28	5	4	5**	4	Physics	Chemistry	5*	5*
2015	JS4401	2451	21	3	4	5	4	Chemistry	Economics	4	4
2015	JS4401	2450	24	4	3	5*	3	Physics	Information and Communication Technology	5	4
2015	JS4401	2359	21	3	3	5	3	Chemistry	Science: Combined Science	4	5
2015	JS4401	2353	21	3	3	4	4	Physics	Science: Combined Science	4	5
2015	JS4401	2352	21	4	3	4	4	Physics	Chemistry	4	5
2015	JS4401	2351	21	3	3	4	4	Chemistry	Physics	4	4
2015	JS4401	2336	24	3	3	5	4	Physics	Mathematics Extended Modules I	5	5*
2015	JS4401	2324	29	4	4	5*	5	Biology	Chemistry	5*	5*
2015	JS4401	2264	24	3	3	5**	3	Physics	Mathematics Extended Modules II	5	5
2015	JS4401	2256	23	3	4	5	3	Mathematics Extended Modules I	Physics	5	5
2015	JS4401	2221	31	5	4	5**	5*	Physics	Economics	5*	5*
2015	JS4401	2174	21	4	3	5	4	Physics	Chemistry	4	4
2015	JS4401	2155	23	3	3	5	3	Chemistry	Physics	5*	5
2015	JS4401	2099	22	4	4	4	4	Biology	History	5	5
2015	JS4401	2032	23	4	5	5	5	Biology	Chemistry	4	3
2015	JS4401	1982	22	4	4	5	3	Biology	Physics	4	5
2015	JS4401	1896	22	4	4	5	5	Physics	Chemistry	3	3
2015	JS4401	1894	25	4	3	5*	4	Biology	Physics	5	5*
2015	JS4401	1646	23	4	4	5	2	Chemistry	Chinese Literature	5	3
2015	JS4401	1568	22	4	4	5	4	Chemistry	Physics	4	5
2015	JS4401	1562	22	4	4	5	3	Physics	Chemistry	4	4
2015	JS4401	1557	22	4	3	5	4	Physics	Chemistry	4	5
2015	JS4401	1556	23	4	4	5*	4	Physics	Chemistry	5	4
2015	JS4401	1523	23	4	4	5*	4	Physics	Chemistry	4	4
2015	JS4401	1495	22	3	4	5	4	Mathematics Extended Modules I	Physics	5	3
2015	JS4401	1415	25	5	4	5*	4	Physics	Chemistry	5	3
2015	JS4401	1411	30	3	3	5	5	Information and Communication Technology	Biology	5**	5**
2015	JS4401	1367	23	3	3	4	5	Information and Communication Technology	History	4	4
2015	JS4401	1365	21	4	4	5	4	Chemistry	History	4	4
2015	JS4401	1224	22	4	4	4	4	Biology	Information and Communication Technology	5	5
2015	JS4401	1169	23	3	3	5	4	Physics	Chemistry	5	5
2015	JS4401	1147	21	3	3	5*	3	Chemistry	Mathematics Extended Modules I	4	5
2015	JS4401	1063	23	3	4	5*	4	Physics	Mathematics Extended Modules II	4	4
2015	JS4401	1045	22	5	4	4	5	Chinese History	Information and Communication Technology	3	4
2015	JS4401	1013	23	5*	5	4	4	Chemistry	Biology	4	4
2015	JS4401	1001	23	3	3	5	4	Mathematics Extended Modules II	Information and Communication Technology	5	5
2015	JS4401	929	22	4	4	5	3	Mathematics Extended Modules I	Physics	5	4
2015	JS4401	857	21	3	3	5	4	Mathematics Extended Modules I	Chinese Literature	5*	3
2015	JS4401	834	32	4	4	5**	5	Physics	Chemistry	5**	5*
2015	JS4401	781	22	3	3	5*	4	Information and Communication Technology	Mathematics Extended Modules II	4	3
2015	JS4401	775	26	4	4	5	3	Chemistry	Physics	5*	5
2015	JS4401	760	23	3	3	5	4	Economics	Mathematics Extended Modules II	4	5
2015	JS4401	722	22	3	3	5	3	Mathematics Extended Modules II	Physics	5*	5
2015	JS4401	709	22	3	3	5*	3	Chemistry	Physics	5	5
2015	JS4401	700	25	4	4	5	4	Physics	Economics	5	5**
2015	JS4401	686	26	4	3	5*	5*	Mathematics Extended Modules II	Chemistry	5*	4
2015	JS4401	651	22	3	4	5	4	Chemistry	Biology	5	4
2015	JS4401	590	22	3	3	5	4	Physics	Biology	5*	4
2015	JS4401	543	23	3	4	5	4	Mathematics Extended Modules II	Chemistry	4	5
2015	JS4401	518	21	3	3	5*	2	Mathematics Extended Modules II	Chemistry	5	3
2015	JS4401	497	23	4	3	5*	4	Chemistry	Mathematics Extended Modules II	5	4
2015	JS4401	401	21	4	4	5	4	Physics	Chemistry	4	4
2015	JS4401	320	24	4	3	5	3	Physics	Chemistry	4	4
2015	JS4401	300	21	4	3	5*	3	Mathematics Extended Modules II	Information and Communication Technology	4	4
2015	JS4401	282	22	3	3	5*	4	Mathematics Extended Modules I	Physics	5	4
2015	JS4401	281	22	3	4	5	4	Physics	Chemistry	5	4
2015	JS4401	277	23	3	4	5*	4	Chemistry	Physics	5	4
2015	JS4401	231	22	3	3	5	3	Physics	Science: Combined Science	5	4
2015	JS4401	224	21	3	3	4	3	Biology	Chemistry	3	5
2015	JS4401	221	22	3	3	5	3	Mathematics Extended Modules I	Information and Communication Technology	5*	4
2015	JS4401	218	21	3	3	5	3	Information and Communication Technology	Mathematics Extended Modules I	5*	4
2015	JS4401	190	22	3	4	5	3	Mathematics Extended Modules I	Physics	5	4
2015	JS4401	170	23	3	4	5*	3	Mathematics Extended Modules II	Information and Communication Technology	5	4
2015	JS4401	137	23	5	4	5*	3	Chemistry	Business, Accounting and Financial Studies	4	4
2015	JS4401	118	22	3	3	5	3	Physics	Mathematics Extended Modules II	5	5
2015	JS4401	56	23	4	3	5	4	Chemistry	Physics	4	5
2015	JS4401	29	22	3	3	5*	3	Information and Communication Technology	Science: Combined Science	4	5*
2015	JS4401	20	24	4	3	5*	3	History	Physics	4	5
2015	JS4401	3	22	4	4	5	3	Mathematics Extended Modules I	Science: Combined Science	5	4
2015	JS4501	2668	31	5	5	5*	5*	Biology	Chemistry	5**	5*
2015	JS4501	2397	32	5*	5*	5**	5	Mathematics Extended Modules II	Chemistry	5**	5*
2015	JS4501	2267	32	5	5	5*	5**	Biology	Chemistry	5**	5*
2015	JS4501	2144	33	5**	5**	5**	5*	Physics	Chemistry	5*	5*
2015	JS4501	2089	34	5	5*	5**	5	Biology	Physics	5**	5**
2015	JS4501	1904	34	5	5**	5*	5**	Biology	Chemistry	5**	5*
2015	JS4501	1817	31	5**	5**	5*	5*	Biology	Chemistry	5	5
2015	JS4501	1643	33	4	5**	5*	5*	Chemistry	Biology	5**	5**
2015	JS4501	1598	33	5*	5*	5*	5*	Biology	Chemistry	5**	5**
2015	JS4501	1473	32	5*	5**	5	5	Biology	Chemistry	5**	5*
2015	JS4501	1392	31	5*	5**	5*	5*	Business, Accounting and Financial Studies	Chemistry	5	5*
2015	JS4501	1056	32	4	5*	5*	5*	Biology	Chemistry	5*	5*
2015	JS4501	938	33	4	5	5**	5*	Biology	Chemistry	5**	5*
2015	JS4501	845	33	5**	5**	5*	5	Chemistry	Biology	5*	5**
2015	JS4501	821	31	5**	5	5*	5*	Chemistry	Biology	5*	5*
2015	JS4501	770	32	5	5*	5*	5**	Biology	Chemistry	5**	5*
2015	JS4501	652	31	5*	5*	5*	5*	Biology	Chemistry	5**	5*
2015	JS4501	564	34	5**	5	5**	5**	Physics	Chemistry	5*	5**
2015	JS4501	319	33	5	5**	5**	4	Biology	Chemistry	5*	5*
2015	JS4501	296	34	5**	5*	5**	5	Biology	Chemistry	5**	5**
2015	JS4501	279	34	5**	5	5*	5	Physics	Chemistry	5**	5**
2015	JS4501	151	32	5**	5*	5*	5**	Physics	Chemistry	5*	5*
2015	JS4502	2163	35	5**	5*	5*	5**	Physics	Chemistry	5**	5**
2015	JS4513	2526	26	5	5	5	4	Biology	Economics	5	5*
2015	JS4513	2481	28	4	5	5**	5	Biology	Economics	5*	5
2015	JS4513	2366	25	5	5	5*	4	Biology	Chemistry	5	4
2015	JS4513	2243	28	5	3	5*	5*	Mathematics Extended Modules I	Biology	5*	5
2015	JS4513	2141	25	5	5	4	4	Biology	Chemistry	5*	5
2015	JS4513	1974	27	4	4	5*	4	Physics	Chemistry	5*	5
2015	JS4513	1915	26	5	5*	5	5*	Chemistry	Mathematics Extended Modules II	4	3
2015	JS4513	1825	26	5	5	4	5*	Biology	Chemistry	5	5
2015	JS4513	1709	27	5*	4	5	5	Biology	Chemistry	4	5
2015	JS4513	1629	26	5*	4	5	4	Biology	Physics	5*	5
2015	JS4513	1613	25	5	4	5*	5	Chemistry	Physics	4	5
2015	JS4513	1537	26	5	5	5	4	Mathematics Extended Modules I	Physics	5*	4
2015	JS4513	1364	32	5	5**	5*	5*	Biology	Chemistry	5	5**
2015	JS4513	1232	27	4	4	5*	5	Biology	Economics	5*	5*
2015	JS4513	1077	26	5*	4	4	5*	Biology	Geography	4	4
2015	JS4513	1009	25	4	5*	4	4	Business, Accounting and Financial Studies	Chemistry	5*	5
2015	JS4513	934	25	4	5	5	5*	Biology	Chemistry	4	4
2015	JS4513	923	26	4	5*	5	5	Biology	Chemistry	5*	4
2015	JS4513	897	29	4	5	5	5*	Biology	Economics	5*	5**
2015	JS4513	848	27	4	5	5*	5**	Biology	Chemistry	4	5
2015	JS4513	826	26	5*	4	5*	4	Biology	Chemistry	4	5
2015	JS4513	719	31	5	5	5*	5*	Chemistry	Biology	5*	5*
2015	JS4513	710	28	4	5**	5	3	Physics	Chemistry	5*	5
2015	JS4513	655	26	5	4	5	5	Biology	Chemistry	5*	5
2015	JS4513	571	28	5**	5	5	4	Business, Accounting and Financial Studies	Chemistry	5	5*
2015	JS4513	542	27	5**	3	4	5**	Chemistry	Biology	5	4
2015	JS4513	536	27	5*	5	5*	4	Biology	Chemistry	5	5
2015	JS4513	473	27	5	5*	5	5*	Biology	Chemistry	4	5
2015	JS4513	444	25	5	4	5	5	Biology	Chemistry	5	5
2015	JS4513	308	26	4	4	5	4	Biology	Economics	5	5*
2015	JS4525	2500	35	3	4	5**	5**	Chemistry	Economics	5**	5**
2015	JS4525	2361	32	4	5*	5**	5**	Biology	Chemistry	5*	5
2015	JS4525	1910	32	5**	5*	5*	5*	Chemistry	Biology	5**	5*
2015	JS4525	1637	33	4	5	5**	5**	Biology	Chemistry	5*	5*
2015	JS4525	1410	32	5*	5*	5**	5*	Chemistry	Economics	5*	5**
2015	JS4525	1269	34	5**	5**	5**	5**	Biology	Chemistry	5	5*
2015	JS4525	1267	32	5*	5*	5**	5*	Physics	Chemistry	5*	5**
2015	JS4525	851	33	5*	5**	5*	5**	Chemistry	History	5**	5*
2015	JS4525	48	35	4	5**	5**	5	Biology	Chemistry	5**	5**
2015	JS4537	1973	29	5	4	5*	4	Biology	Chemistry	5*	5*
2015	JS4537	360	31	5	5	5**	5*	Physics	Biology	5*	5*
2015	JS4542	2680	31	4	5	5**	4	Biology	Chemistry	5**	5*
2015	JS4542	1891	33	5	4	5**	5	Biology	Chemistry	5**	5**
2015	JS4542	1889	28	4	5	5*	4	Biology	Chemistry	5*	5*
2015	JS4542	1885	28	4	4	5*	5	Biology	Chemistry	5*	5*
2015	JS4542	1757	28	5	4	5	5*	Biology	Chemistry	5	5*
2015	JS4601	2603	28	5	5	5	5	Chemistry	Biology	5**	5*
2015	JS4601	2580	29	5	5*	5*	4	Business, Accounting and Financial Studies	Chemistry	5*	5*
2015	JS4601	2524	23	4	4	5	5	Physics	Chemistry	5	4
2015	JS4601	2469	26	3	3	5*	3	Business, Accounting and Financial Studies	Economics	5*	4
2015	JS4601	2315	25	4	4	5*	4	Chemistry	Business, Accounting and Financial Studies	5*	4
2015	JS4601	2272	29	3	4	5**	3	Chemistry	Physics	5*	5*
2015	JS4601	2245	26	5	4	5	5	Chemistry	Biology	5*	5
2015	JS4601	2214	24	5	4	4	5*	Biology	Chemistry	5	4
2015	JS4601	2169	25	3	4	5*	3	Business, Accounting and Financial Studies	Mathematics Extended Modules II	5	5*
2015	JS4601	2158	25	4	5	4	5*	Biology	Economics	4	5
2015	JS4601	2127	26	4	5	5	4	Biology	Chemistry	5*	5*
2015	JS4601	2051	27	4	4	5*	3	Economics	Physics	5*	5
2015	JS4601	1976	24	4	5	4	5*	Chemistry	Economics	5	4
2015	JS4601	1949	28	4	4	5*	5	Biology	Chemistry	5*	5*
2015	JS4601	1914	33	5	5	5**	5*	Physics	Chemistry	5**	5**
2015	JS4601	1879	29	5	5	5	4	Mathematics Extended Modules I	Biology	5**	5*
2015	JS4601	1676	26	5	4	5*	5	Biology	Chemistry	5	4
2015	JS4601	1658	27	5	4	5**	4	Chemistry	Biology	5*	5
2015	JS4601	1612	24	5	4	4	5	Physics	Chemistry	4	5
2015	JS4601	1600	29	4	5*	5*	4	Biology	Chemistry	5*	5*
2015	JS4601	1504	25	3	5	5	4	Biology	Chemistry	5	5
2015	JS4601	1401	26	4	4	5*	5	Physics	Chemistry	5	5
2015	JS4601	1273	25	3	3	5	5	Chemistry	Physics	5*	5
2015	JS4601	1264	24	3	4	5	4	Physics	Chemistry	5	5
2015	JS4601	1231	25	4	3	5*	5	Geography	History	5	5
2015	JS4601	1209	27	4	5	5*	4	Biology	Chemistry	4	5*
2015	JS4601	1205	24	4	5	5*	4	Chemistry	Mathematics Extended Modules I	4	5
2015	JS4601	1144	25	3	4	5*	3	Physics	Information and Communication Technology	5	5
2015	JS4601	1137	23	4	4	4	4	Biology	Chemistry	5*	5
2015	JS4601	1132	24	5	4	4	5	Biology	Chemistry	5	5
2015	JS4601	1118	26	5	3	5	5*	Chemistry	Biology	5	5
2015	JS4601	1010	25	4	5	5	4	Biology	Chemistry	5*	5
2015	JS4601	1006	27	3	4	5**	2	Physics	Chemistry	5*	5
2015	JS4601	974	23	5	4	4	4	Chemistry	Biology	4	5
2015	JS4601	955	25	5	5	4	4	Chemistry	Biology	5*	5
2015	JS4601	860	25	5	5	5	4	Biology	Chemistry	5*	4
2015	JS4601	833	24	5	3	5	5	Mathematics Extended Modules II	Chemistry	5	4
2015	JS4601	808	24	3	4	5*	3	Economics	Chemistry	5*	5
2015	JS4601	801	26	4	4	5	5*	Biology	Chemistry	5	5
2015	JS4601	703	23	4	4	4	4	Biology	Geography	5*	5
2015	JS4601	682	28	3	4	5*	5**	Chemistry	Physics	5*	5
2015	JS4601	643	26	5	4	5	5*	Geography	Chemistry	5	5
2015	JS4601	610	25	4	5*	4	4	Biology	Economics	5	5*
2015	JS4601	544	25	3	4	4	5	Biology	Geography	5	5**
2015	JS4601	510	25	5	4	5	5	Geography	Chemistry	5	5
2015	JS4601	495	26	4	5	4	5**	Chemistry	Geography	3	5*
2015	JS4601	443	25	3	3	5**	3	Mathematics Extended Modules II	Physics	5*	5*
2015	JS4601	297	25	5	4	5	5	Biology	Chemistry	5	5
2015	JS4601	284	27	5	4	5	5*	Biology	Chemistry	5	4
2015	JS4601	252	25	4	3	5	4	Physics	Chinese History	5*	5*
2015	JS4601	230	28	5	4	5*	5*	Business, Accounting and Financial Studies	Physics	4	5
2015	JS4601	199	24	4	4	4	5	Chemistry	Biology	5*	5
2015	JS4601	34	27	4	4	5	4	Chemistry	Physics	5*	5*
2015	JS4682	1566	31	3	4	5*	3	Biology	Chemistry	5*	5*
2015	JS4682	1527	32	4	5	5*	5	Physics	Chemistry	5**	5**
2015	JS4682	1496	30	3	4	5**	4	Biology	Chemistry	5	5
2015	JS4682	1289	28	3	4	5**	3	Business, Accounting and Financial Studies	Mathematics Extended Modules II	4	5*
