YEAR	CODE	RECORD_ID	BEST_FIVE	CHINESE	ENGLISH	MATHS	LIBERAL_STUDIES	ELECT_SUB_1	ELECT_SUB_2	ELECT_GRADE_1	ELECT_GRADE_2
2012	JS1001	3624		3	5**	3	3	Music	Health Management and Social Care	1	5**
2012	JS1001	3540	21	5	4	4	4	Business, Accounting and Financial Studies	Chinese Literature	4	4
2012	JS1001	3500	21	4	5*	4	4	Business, Accounting and Financial Studies	Economics	3	3
2012	JS1001	3428	24	5	5	3	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS1001	3420	24	5*	5*	3	4	Business, Accounting and Financial Studies	Chinese History	4	4
2012	JS1001	3361	21	4	4	4	4	Economics		5	
2012	JS1001	3324	21	4	4	5	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	3309	23	4	4	4	5	Geography	History	5*	4
2012	JS1001	3261	21	4	4	4	4	Business, Accounting and Financial Studies	Biology	5	3
2012	JS1001	3241	22	3	4	5	5	Business, Accounting and Financial Studies	Chemistry	4	4
2012	JS1001	3232	22	4	4	5	3	Economics	Physics	5	4
2012	JS1001	3212	23	4	5	5	4	Information and Communication Technology	Business, Accounting and Financial Studies	5	4
2012	JS1001	3210	25	3	4	5	4	Economics	Business, Accounting and Financial Studies	5*	5*
2012	JS1001	3192	24	3	5	5	4	Chemistry	Biology	5*	4
2012	JS1001	3167	22	4	3	4	5	Business, Accounting and Financial Studies	Tourism and Hospitality Studies	5*	3
2012	JS1001	3142	22	5	4	4	4	Business, Accounting and Financial Studies	Geography	4	5
2012	JS1001	3128	22	5	5	4	4	Chemistry	Economics	4	4
2012	JS1001	3097	22	5	4	4	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS1001	3089	22	4	4	5	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS1001	3076	23	4	4	5	3	Business, Accounting and Financial Studies	Information and Communication Technology	5	4
2012	JS1001	3012	22	4	4	5	4	Economics	Geography	5	4
2012	JS1001	3001	22	5	4	4	4	Business, Accounting and Financial Studies	Chemistry	5	4
2012	JS1001	2993	22	3	4	5	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS1001	2982	25	3	5	3	4	Geography	Economics	5**	5
2012	JS1001	2924	22	4	4	4	5*	Biology	Chemistry	4	4
2012	JS1001	2904	22	4	4	5	4	Physics	Chemistry	4	4
2012	JS1001	2787	23	4	4	4	5	Economics	Biology	5*	4
2012	JS1001	2782	21	4	4	4	5	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2775	23	3	4	5	3	Economics	Chemistry	5*	4
2012	JS1001	2769	23	5*	5	4	4	Biology	Chemistry	3	4
2012	JS1001	2719	23	4	4	5	4	Economics	Business, Accounting and Financial Studies	4	5
2012	JS1001	2714	22	3	5*	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2667	25	3	5	5	4	Economics	Music	5	4
2012	JS1001	2656	22	3	5	4	5	Physics	Biology	4	4
2012	JS1001	2624	22	3	5	5	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2612	22	4	4	4	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS1001	2611	21	5	5	4	4	Biology	Chemistry	3	3
2012	JS1001	2605	23	3	5	4	3	Economics	Business, Accounting and Financial Studies	5	4
2012	JS1001	2586	21	4	5	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2490	22	4	4	5	3	Chemistry	Physics	4	5
2012	JS1001	2487	22	4	4	5	4	Economics	History	5	4
2012	JS1001	2486	21	4	4	4	5	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2426	22	5*	4	4	4	Business, Accounting and Financial Studies	Economics	4	3
2012	JS1001	2424	24	4	3	5*	3	Physics	Chemistry	5*	4
2012	JS1001	2363	21	4	4	5	4	Economics	Business, Accounting and Financial Studies	4	4
2012	JS1001	2359	22	4	5	4	3	Mathematics Extended Modules I	Business, Accounting and Financial Studies	3	4
2012	JS1001	2342	23	3	3	5*	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS1001	2292	23	5	4	4	5**	Chemistry	Physics	3	3
2012	JS1001	2278	21	5	4	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2266	25	3	4	5	4	Economics	History	5*	5*
2012	JS1001	2251	22	4	4	4	5	Business, Accounting and Financial Studies	Mathematics Extended Modules I	4	4
2012	JS1001	2240	21	4	4	5	4	Chemistry	Chinese History	4	4
2012	JS1001	2224	23	4	4	4	5**	Business, Accounting and Financial Studies	Physics	4	4
2012	JS1001	2204	25	3	4	5	4	Economics	Business, Accounting and Financial Studies	5*	5
2012	JS1001	2179	23	4	4	4	4	Business, Accounting and Financial Studies	Economics	5	5*
2012	JS1001	2166	22	3	4	4	4	Economics	Tourism and Hospitality Studies	5*	4
2012	JS1001	2154	24	3	5	5	3	Economics	Geography	5	5
2012	JS1001	2147	25	3	4	4	4	Business, Accounting and Financial Studies	Economics	5*	5**
2012	JS1001	2082	25	5	5	5	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS1001	2048	22	4	5	4	5	Chinese History	Biology	3	4
2012	JS1001	2044	25	5*	4	5	5	Chemistry	Economics	4	5
2012	JS1001	2038	22	3	5	4	5	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2033	21	5	4	4	4	Biology	Mathematics Extended Modules I	3	3
2012	JS1001	1985	23	3	4	5*	4	Business, Accounting and Financial Studies	Physics	5	4
2012	JS1001	1966	23	5	4	5	3	Biology	Chemistry	4	4
2012	JS1001	1858	21	4	4	4	5	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	1843	22	4	4	4	5	Business, Accounting and Financial Studies	Economics	5	3
2012	JS1001	1809	23	4	4	5*	4	Economics	Biology	5	3
2012	JS1001	1787	21	4	4	4	4	Economics	Business, Accounting and Financial Studies	5	4
2012	JS1001	1731	21	4	4	4	4	Information and Communication Technology	Business, Accounting and Financial Studies	5	4
2012	JS1001	1722	22	4	4	4	3	Economics	Physics	5*	4
2012	JS1001	1716	23	5	4	4	4	Geography	Economics	5*	4
2012	JS1001	1583	21	4	4	4	5	Biology	Chemistry	3	4
2012	JS1001	1557	22	4	4	4	5*	Business, Accounting and Financial Studies	Chinese History	4	4
2012	JS1001	1537	25	3	4	4	4	Economics	History	5*	5*
2012	JS1001	1502	22	3	4	4	5*	Business, Accounting and Financial Studies	Geography	4	4
2012	JS1001	1477	23	3	4	5*	4	Economics	Geography	5	4
2012	JS1001	1467	21	3	5*	4	3	Biology	Economics	4	4
2012	JS1001	1446	23	4	5	4	4	Biology	Economics	4	5
2012	JS1001	1405	23	5	4	4	3	Biology	Chemistry	4	4
2012	JS1001	1402	22	4	4	4	5*	Economics	Biology	4	4
2012	JS1001	1401	24	4	4	4	5	Business, Accounting and Financial Studies	Biology	5	5
2012	JS1001	1393	22	5*	4	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	1356	24	4	4	4	4	Business, Accounting and Financial Studies	Economics	5*	5
2012	JS1001	1312	22	5	4	4	4	History	Geography	5	4
2012	JS1001	1262	25	4	4	3	4	Business, Accounting and Financial Studies	Economics	5*	5**
2012	JS1001	1252	22	4	4	4	4	Biology	Economics	4	5*
2012	JS1001	1248	22	4	4	4	4	Economics	Business, Accounting and Financial Studies	5*	4
2012	JS1001	1231	25	3	5	3	4	Geography	Economics	5**	5
2012	JS1001	1228	23	3	4	4	5	Business, Accounting and Financial Studies	Economics	5*	4
2012	JS1001	1222	23	5	4	4	4	Economics	Physics	5*	3
2012	JS1001	1213	21	4	4	5	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	1196	23	3	4	5	4	Economics	Geography	5*	4
2012	JS1001	1174	23	4	4	4	3	Business, Accounting and Financial Studies	Economics	5**	4
2012	JS1001	1142	22	4	4	4	4	Economics	Chinese History	5	5
2012	JS1001	1092	21	4	4	5	4	Business, Accounting and Financial Studies	Economics	4	3
2012	JS1001	1014	23	4	5	5	3	Economics	Business, Accounting and Financial Studies	5	3
2012	JS1001	992	24	5*	4	4	5*	Economics	Business, Accounting and Financial Studies	4	4
2012	JS1001	975	21	4	4	5	4	Business, Accounting and Financial Studies	Physics	4	4
2012	JS1001	961	22	5*	4	3	5	Business, Accounting and Financial Studies	Economics	3	3
2012	JS1001	916	21	4	5	4	4	Economics	Chemistry	4	4
2012	JS1001	880	22	3	5	5	3	Science: Combined Science	Business, Accounting and Financial Studies	4	4
2012	JS1001	870	23	3	4	5**	3	Economics	Geography	4	2
2012	JS1001	843	21	4	4	4	4	Business, Accounting and Financial Studies	Economics	5	4
2012	JS1001	775	25	3	4	5	4	Information and Communication Technology	Physics	5*	5
2012	JS1001	776	21	4	4	5	4	Physics	Biology	4	4
2012	JS1001	769	22	4	4	4	5	Chinese History	Economics	4	5
2012	JS1001	721	22	4	4	4	4	Chemistry	Chinese History	5	5
2012	JS1001	717	23	3	5	5	4	Business, Accounting and Financial Studies	Science: Integrated Science	5	4
2012	JS1001	673	21	4	4	5	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	655	21	4	4	5	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	626	23	5	3	5	4	Economics	Geography	5	4
2012	JS1001	624	23	4	4	4	5	Business, Accounting and Financial Studies	Economics	5*	4
2012	JS1001	609	22	4	4	5	4	Physics	Mathematics Extended Modules I	5	4
2012	JS1001	603	23	3	4	5	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS1001	567	24	4	4	5*	4	Business, Accounting and Financial Studies	Physics	5	5
2012	JS1001	560	21	5	4	4	4	Biology	Business, Accounting and Financial Studies	3	4
2012	JS1001	467	22	3	5	4	4	Business, Accounting and Financial Studies	Chemistry	5	3
2012	JS1001	452	22	4	4	4	5	Business, Accounting and Financial Studies	Physics	5	4
2012	JS1001	448	22	4	5	4	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS1001	376	21	5	4	4	4	Business, Accounting and Financial Studies	Chinese Literature	4	4
2012	JS1001	357	23	5	5	5	3	Biology	Science: Combined Science	4	4
2012	JS1001	352	22	5	4	4	4	Economics	Tourism and Hospitality Studies	5	4
2012	JS1001	343	23	4	4	5	3	Business, Accounting and Financial Studies	Science: Combined Science	5	5
2012	JS1001	341	25	5	3	5	4	Economics	Physics	5*	5
2012	JS1001	335	25	5	3	4	4	Economics	Tourism and Hospitality Studies	5	5**
2012	JS1001	290	21	4	4	4	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS1001	256	23	5*	4	4	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS1001	210	22	3	4	4	4	Economics	Chemistry	5*	4
2012	JS1001	177	24	3	4	5	5	Business, Accounting and Financial Studies	Economics	5	5
2012	JS1001	140	22	5	5	4	4	Chemistry	Physics	3	4
2012	JS1001	127	21	5	4	4	4	Business, Accounting and Financial Studies	Chemistry	4	4
2012	JS1001	122	22	4	4	5	3	Economics	Biology	5*	3
2012	JS1001	2	22	4	4	4	4	Business, Accounting and Financial Studies	Economics	5	5
2012	JS1001	3489	20	4	3	4	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1001	2815	21	4	4	4	4	Business, Accounting and Financial Studies	Economics	3	5
2012	JS1001	2706	23	3	3	4	5*	Business, Accounting and Financial Studies	Economics	5	4
2012	JS1001	935	21	5	4	4	4	Biology	Chemistry	3	3
2012	JS1011	3584	23	5	4	4	4	Health Management and Social Care	Biology	5*	4
2012	JS1011	3492	22	5	4	3	5	Biology	History	3	5
2012	JS1011	3490	25	3	5*	5	4	Physics	Biology	5	5
2012	JS1011	3465	24	5*	3	4	5	Economics	Business, Accounting and Financial Studies	5	4
2012	JS1011	3257	21	4	5	4	4	Biology	Economics	4	4
2012	JS1011	3252	23	4	4	4	5*	Chinese History	Chemistry	5	4
2012	JS1011	3190	21	4	5	4	5	Business, Accounting and Financial Studies	Biology	3	3
2012	JS1011	3144	22	4	4	4	5	Health Management and Social Care	Business, Accounting and Financial Studies	4	4
2012	JS1011	3135	22	5	4	4	4	History	Geography	5	4
2012	JS1011	2961	22	4	4	4	4	Chinese History	Business, Accounting and Financial Studies	5*	4
2012	JS1011	2894	24	4	4	5	4	Economics	Geography	5*	5
2012	JS1011	2868	25	4	4	4	5**	Economics	Information and Communication Technology	5	5
2012	JS1011	2833	22	4	4	4	5	Economics	Geography	4	5
2012	JS1011	2666	22	4	4	4	5	Economics	Information and Communication Technology	5	4
2012	JS1011	2602	22	4	4	4	5*	Biology	Chemistry	3	3
2012	JS1011	2528	21	5*	5	3	4	Physics	Chemistry	3	2
2012	JS1011	2527	22	4	4	5	5	Chinese History	Economics	4	4
2012	JS1011	2523	23	4	5	4	5	Business, Accounting and Financial Studies	Mathematics Extended Modules I	5	3
2012	JS1011	2514	24	4	5*	4	5	Economics	Geography	4	5
2012	JS1011	2452	22	5	5	4	4	Chemistry	Biology	4	3
2012	JS1011	2436	23	4	4	3	5**	Economics	Geography	4	4
2012	JS1011	2370	26	4	4	3	4	Geography	Chinese History	5**	5**
2012	JS1011	2343	22	4	5	3	5	Economics	Business, Accounting and Financial Studies	4	4
2012	JS1011	2285	22	4	4	4	4	Business, Accounting and Financial Studies	Economics	5*	4
2012	JS1011	2260	22	5*	4	4	4	Economics	Science: Combined Science	4	3
2012	JS1011	1938	22	3	5	4	4	Information and Communication Technology	Literature in English	4	5
2012	JS1011	1914	23	5	4	3	5*	Geography	Economics	4	4
2012	JS1011	1862	22	3	5*	3	5	Biology	Geography	4	3
2012	JS1011	1796	21	3	4	4	5**	Chinese History	Science: Combined Science	3	3
2012	JS1011	1645	24	4	4	3	5*	Geography	Economics	5	5
2012	JS1011	1559	22	5*	5	3	4	Business, Accounting and Financial Studies	History	4	3
2012	JS1011	1553	25	4	3	5*	5*	Economics	Mathematics Extended Modules I	5	4
2012	JS1011	1493	25	5*	4	3	4	Economics	Business, Accounting and Financial Studies	5*	5
2012	JS1011	1488	24	4	4	4	5**	Biology	Visual Arts	5	3
2012	JS1011	1484	23	4	4	5	4	Geography	Economics	5	5
2012	JS1011	1463	22	4	5	3	4	Chinese History	History	5	4
2012	JS1011	1457	21	4	5	4	4	Chinese History	History	3	4
2012	JS1011	1435	22	5	5	3	4	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1011	1424	24	4	4	4	5*	Economics	History	5*	4
2012	JS1011	1414	22	5*	4	3	5	Chinese History	Geography	4	2
2012	JS1011	1370	21	4	5*	2	4	Geography	Business, Accounting and Financial Studies	4	3
2012	JS1011	1249	23	4	5	5	4	Business, Accounting and Financial Studies	Physics	5	4
2012	JS1011	1243	23	3	5*	4	4	Business, Accounting and Financial Studies	Economics	4	5
2012	JS1011	1135	24	5*	4	4	5*	Economics	Geography	4	4
2012	JS1011	1133	22	4	4	4	5*	Biology	Chemistry	3	3
2012	JS1011	1103	25	5	4	4	5*	Biology	Chemistry	5	5
2012	JS1011	1087	25	5	5	4	5	Chemistry	Economics	4	5
2012	JS1011	1069	25	4	5	4	5*	Biology	Chemistry	5	5
2012	JS1011	1042	23	4	5	4	4	Economics	Biology	5*	4
2012	JS1011	981	26	3	4	5	4	Physics	Economics	5	5*
2012	JS1011	942	22	3	5*	4	4	Economics	Business, Accounting and Financial Studies	4	4
2012	JS1011	919	23	5*	4	4	4	Economics	Biology	5	4
2012	JS1011	767	21	3	5*	3	4	Economics	Literature in English	4	4
2012	JS1011	657	26	5	4	5	5	Chemistry	Physics	5	4
2012	JS1011	610	24	5	4	4	5*	Chinese History	Business, Accounting and Financial Studies	5	4
2012	JS1011	493	22	4	4	4	5	Chinese History	Economics	2	4
2012	JS1011	425	24	4	5	3	4	History	Business, Accounting and Financial Studies	5*	5
2012	JS1011	399	23	4	4	5*	4	Economics	Physics	5	4
2012	JS1011	361	22	4	4	3	5**	Chemistry	Biology	3	4
2012	JS1011	346	22	4	4	4	5	Business, Accounting and Financial Studies	History	5	4
2012	JS1011	311	21	4	4	4	5*	Economics	Physics	3	3
2012	JS1011	116	21	4	5	3	5	Geography	Economics	4	3
2012	JS1011	99	23	4	5	4	4	Chemistry	Geography	5	4
2012	JS1011	94	21	4	5	4	4	Geography	Chemistry	4	3
2012	JS1011	81	25	3	5*	4	5	Chinese History	Physics	5*	4
2012	JS1011	3529	21	4	3	4	4	Economics	History	4	5
2012	JS1021	3571	23	3	3	5	3	Biology	Chemistry	4	5
2012	JS1021	3570	20	3	4	4	4	Chinese History	Information and Communication Technology	4	4
2012	JS1021	3553	20	4	4	4	3	Physics	Geography	4	4
2012	JS1021	3494	20	3	4	4	3	Biology	Chemistry	5	4
2012	JS1021	3445	19	4	4	4	3	Chemistry	Information and Communication Technology	3	4
2012	JS1021	3391	22	4	3	5	4	Mathematics Extended Modules II	Chemistry	5	3
2012	JS1021	3353	20	3	4	4	4	Physics	Chemistry	4	4
2012	JS1021	3351	20	3	4	4	4	Physics	Chemistry	3	4
2012	JS1021	3332	22	3	3	5*	4	Chemistry	Mathematics Extended Modules II	3	4
2012	JS1021	3265	20	3	4	4	4	Information and Communication Technology	Physics	5	3
2012	JS1021	3145	20	4	4	4	4	Chemistry	Science: Combined Science	4	4
2012	JS1021	3107	20	3	4	4	4	Chemistry	Biology	3	4
2012	JS1021	3098	20	5	4	3	4	Biology	Chemistry	3	4
2012	JS1021	3086	20	4	4	4	4	Biology	Chemistry	4	4
2012	JS1021	3007	20	4	4	4	4	Biology	Science: Combined Science	4	4
2012	JS1021	2995	20	3	3	5	3	Physics	Chemistry	5	4
2012	JS1021	2979	20	4	5	3	3	Chemistry	History	4	4
2012	JS1021	2963	20	4	4	4	4	Biology	Chemistry	4	4
2012	JS1021	2958	22	5	3	4	4	Physics	Chinese Literature	4	5
2012	JS1021	2955	21	5*	3	4	4	Physics	Business, Accounting and Financial Studies	4	3
2012	JS1021	2820	21	4	4	5	4	Physics	Science: Combined Science	4	3
2012	JS1021	2741	20	4	4	4	4	Chemistry	Physics	4	4
2012	JS1021	2733	20	4	4	4	3	Biology	Chemistry	4	4
2012	JS1021	2699	20	3	4	5	3	Chemistry	Science: Combined Science	4	4
2012	JS1021	2647	22	3	3	4	4	Information and Communication Technology	Biology	5*	4
2012	JS1021	2637	19	3	4	5	3	Biology	Science: Combined Science	3	4
2012	JS1021	2609	20	4	4	4	4	Physics	Chemistry	4	4
2012	JS1021	2599	20	3	3	4	3	Biology	Physics	5*	4
2012	JS1021	2572	21	4	4	4	4	Chemistry	Economics	3	4
2012	JS1021	2558	21	3	3	5	4	Physics	Chemistry	5	4
2012	JS1021	2465	20	4	4	4	4	Biology	Geography	4	3
2012	JS1021	2433	19	4	4	4	3	Mathematics Extended Modules II	Biology	3	3
2012	JS1021	2408	21	4	3	4	5	Chemistry	Physics	4	4
2012	JS1021	2399	19	3	4	5	3	Biology	Chemistry	4	3
2012	JS1021	2396	20	4	4	4	4	Chemistry	History	4	4
2012	JS1021	2303	22	4	3	5	4	Information and Communication Technology	Physics	5	4
2012	JS1021	2255	20	4	4	4	4	Business, Accounting and Financial Studies	Chemistry	4	4
2012	JS1021	2236	21	5	3	4	4	Biology	Chemistry	5	2
2012	JS1021	2175	21	4	3	4	4	Chemistry	Biology	5	4
2012	JS1021	2168	21	4	4	3	5	Mathematics Extended Modules I	Physics	3	4
2012	JS1021	2126	21	4	4	4	3	Biology	Chemistry	4	4
2012	JS1021	2125	19	4	4	4	3	Economics	Information and Communication Technology	3	4
2012	JS1021	2117	22	4	5	4	4	Business, Accounting and Financial Studies	History	5	4
2012	JS1021	1929	20	3	4	4	4	Chinese History	History	4	4
2012	JS1021	1880	20	5	3	4	4	Information and Communication Technology	Physics	4	3
2012	JS1021	1857	20	3	4	4	4	Physics	Chemistry	4	4
2012	JS1021	1814	21	3	4	5	4	Economics	Physics	4	4
2012	JS1021	1799	19	4	4	4	3	Physics	Chemistry	4	3
2012	JS1021	1797	22	4	4	5	2	Economics	Information and Communication Technology	5	4
2012	JS1021	1761	21	3	4	4	5	Physics	Chemistry	4	4
2012	JS1021	1696	19	3	4	4	4	Chemistry	Science: Combined Science	3	4
2012	JS1021	1656	20	4	4	4	3	Physics	History	5	3
2012	JS1021	1625	20	3	4	4	3	Biology	Science: Combined Science	3	4
2012	JS1021	1618	21	3	4	4	4	Business, Accounting and Financial Studies	Chemistry	5	4
2012	JS1021	1536	20	4	4	4	4	Biology	Chemistry	3	4
2012	JS1021	1514	23	4	3	5*	3	Chemistry	Physics	4	4
2012	JS1021	1505	19	4	4	4	3	Mathematics Extended Modules II	Biology	3	4
2012	JS1021	1481	20	4	4	4	3	Business, Accounting and Financial Studies	Economics	4	4
2012	JS1021	1454	21	4	3	4	4	Physics	Biology	5	4
2012	JS1021	1438	21	3	4	5	4	Physics	Science: Combined Science	4	4
2012	JS1021	1427	20	3	4	4	4	Mathematics Extended Modules II	Information and Communication Technology	4	4
2012	JS1021	1333	22	3	5	4	5	Geography	Visual Arts	3	4
2012	JS1021	1315	20	4	4	4	3	Physics	Mathematics Extended Modules I	4	4
2012	JS1021	1295	20	4	4	4	3	Chemistry	Science: Combined Science	4	4
2012	JS1021	1289	21	4	3	5	5	Biology	Physics	3	3
2012	JS1021	1270	22	3	4	5	5	Business, Accounting and Financial Studies	Chemistry	4	4
2012	JS1021	1153	21	3	5	4	4	Chemistry	Economics	4	4
2012	JS1021	1012	23	3	3	5	5*	Chemistry	Biology	5	4
2012	JS1021	998	21	3	4	5	3	Biology	Chemistry	4	4
2012	JS1021	983	21	4	4	4	3	Chemistry	Economics	4	5
2012	JS1021	978	20	4	4	4	3	Chemistry	Physics	4	4
2012	JS1021	923	20	4	4	4	4	Economics	Business, Accounting and Financial Studies	4	3
2012	JS1021	917	20	4	4	4	3	Economics	Physics	3	4
2012	JS1021	895	22	5	4	4	3	Business, Accounting and Financial Studies	Chemistry	5	4
2012	JS1021	890	25	3	3	5	4	Physics	Business, Accounting and Financial Studies	5	5
2012	JS1021	845	20	4	4	4	4	Chemistry	Physics	4	3
2012	JS1021	835	20	4	4	4	4	Chemistry	Science: Combined Science	4	3
2012	JS1021	803	20	3	4	4	4	Chemistry	Physics	4	4
2012	JS1021	780	20	3	3	5	3	Physics	Chemistry	4	5
2012	JS1021	760	20	4	4	4	3	Biology	Chemistry	4	2
2012	JS1021	731	20	4	4	3	4	Biology	Chemistry	5	3
2012	JS1021	679	20	3	4	4	4	Physics	Science: Combined Science	4	4
2012	JS1021	640	21	4	4	4	3	Economics	Physics	5	4
2012	JS1021	639	20	3	4	4	4	Geography	Physics	4	4
2012	JS1021	585	21	4	3	4	4	Physics	Geography	5	4
2012	JS1021	566	20	4	4	4	3	Chemistry	Physics	4	4
2012	JS1021	563	19	4	4	4	3	Science: Combined Science	Biology	4	3
2012	JS1021	559	20	3	4	4	4	Biology	Chemistry	4	4
2012	JS1021	529	21	4	3	4	5	Economics	Information and Communication Technology	4	4
2012	JS1021	490	19	4	4	4	3	Biology	Information and Communication Technology	3	4
2012	JS1021	477	20	3	4	5	3	Physics	Chemistry	4	4
2012	JS1021	474	21	5	4	3	5	Economics	Chemistry	3	3
2012	JS1021	429	21	4	4	5	4	Business, Accounting and Financial Studies	Geography	4	4
2012	JS1021	426	21	4	3	5	4	Chemistry	Biology	4	4
2012	JS1021	407	22	5*	3	4	4	Business, Accounting and Financial Studies	Information and Communication Technology	4	4
2012	JS1021	393	20	3	4	5	4	Physics	Chemistry	4	3
2012	JS1021	369	21	3	3	5	3	Chemistry	Economics	5	3
2012	JS1021	351	22	3	3	4	4	Biology	Information and Communication Technology	4	5*
2012	JS1021	248	23	4	3	5	4	Physics	Chemistry	5	4
2012	JS1021	222	22	4	3	5	4	Economics	Information and Communication Technology	5	4
2012	JS1021	144	22	4	3	4	4	Chemistry	Physics	5	5
2012	JS1021	101	20	4	4	4	3	Chemistry	Biology	4	4
2012	JS1021	98	20	3	4	4	4	Biology	Chemistry	4	3
2012	JS1021	43	21	4	3	4	4	Physics	Chemistry	5	3
2012	JS1021	2228	19	3	4	4	4	Biology	Chemistry	3	4
2012	JS1021	801	25	4	4	5**	4	Economics	Information and Communication Technology	4	5
2012	JS1021	411	20	3	4	4	4	Chemistry	Business, Accounting and Financial Studies	4	4
2012	JS1031	3569	22	4	3	4	5	Biology	Chemistry	5	4
2012	JS1031	3372	21	4	4	5	4	Business, Accounting and Financial Studies	Mathematics Extended Modules II	4	4
2012	JS1031	3295	21	4	4	4	4	Biology	Chemistry	5	4
2012	JS1031	3267	23	4	3	4	5*	Physics	Science: Combined Science	4	5
2012	JS1031	2916	21	3	4	4	4	Biology	Chemistry	5	4
2012	JS1031	2737	21	3	4	5	4	Science: Combined Science	Geography	5	3
2012	JS1031	2672	24	4	4	4	4	Chemistry	Business, Accounting and Financial Studies	4	5
2012	JS1031	2415	22	3	4	5	4	Chemistry	Science: Combined Science	5	4
2012	JS1031	2412	20	3	4	5	4	Chemistry	Science: Combined Science	4	3
2012	JS1031	2392	21	3	4	4	4	Biology	Chemistry	5	4
2012	JS1031	2027	22	4	5	3	5	Science: Combined Science	Geography	4	4
2012	JS1031	1933	21	4	4	4	4	Biology	Physics	5	3
2012	JS1031	1839	23	4	4	4	3	Biology	Chemistry	5	5*
2012	JS1031	1683	20	4	4	4	4	Biology	Science: Combined Science	4	4
2012	JS1031	1666	22	4	4	4	3	Biology	Chemistry	5	4
2012	JS1031	1448	21	4	5	4	4	Chemistry	Biology	4	4
2012	JS1031	1368	22	4	5	4	5	Biology	Chemistry	4	3
2012	JS1031	1216	21	4	4	5	4	Chemistry	Physics	3	4
2012	JS1031	1210	24	4	5	4	3	Biology	Chemistry	5*	5
2012	JS1031	1057	23	3	4	4	4	Biology	Chemistry	5	5
2012	JS1031	858	23	4	3	5*	4	Geography	Mathematics Extended Modules I	5	4
2012	JS1031	814	21	3	5	4	4	Biology	Business, Accounting and Financial Studies	4	3
2012	JS1031	660	21	4	4	4	4	Biology	Chemistry	5	4
2012	JS1031	620	21	3	4	4	4	Physics	Science: Combined Science	5	4
2012	JS1031	509	21	3	3	5*	4	Chemistry	Mathematics Extended Modules II	5	3
2012	JS1031	355	21	4	4	4	4	Chemistry	Business, Accounting and Financial Studies	4	5
2012	JS1031	97	21	3	4	5	4	Chemistry	Business, Accounting and Financial Studies	4	4
2012	JS1031	78	23	5	3	5	4	Chemistry	Physics	5	4
2012	JS1031	65	22	5	3	5	4	Chemistry	Physics	4	4
2012	JS1031	1002	20	4	4	4	3	Biology	Chemistry	4	4
2012	JS1041	3521	21	5	4	4	4	Information and Communication Technology	Mathematics Extended Modules II	4	3
2012	JS1041	3336	19	3	3	4	4	Geography	Economics	4	4
2012	JS1041	3243	22	5	3	3	4	Chinese History	Visual Arts	4	5*
2012	JS1041	3200	19	3	5	4	4	Biology	Economics	3	3
2012	JS1041	3176	19	4	3	3	4	Information and Communication Technology	Visual Arts	4	4
2012	JS1041	3053	20	3	5	4	3	Economics	Visual Arts	4	3
2012	JS1041	2800	19	4	4	3	5	Biology	Chemistry	2	3
2012	JS1041	2753	19	4	4	3	4	Information and Communication Technology	Economics	4	3
2012	JS1041	2384	22	4	4	4	4	Music	Visual Arts	4	5*
2012	JS1041	1740	24	3	4	3	5	Economics	Chinese History	5	5*
2012	JS1041	1521	20	5	5	3	3	Economics	Physics	4	3
2012	JS1041	1297	20	4	4	4	4	Information and Communication Technology	Economics	4	4
2012	JS1041	1288	20	4	3	4	4	Economics	Visual Arts	4	4
2012	JS1041	1220	19	4	4	3	4	Information and Communication Technology	Visual Arts	4	3
2012	JS1041	828	21	4	3	5	4	Physics	Science: Combined Science	4	4
2012	JS1041	175	21	3	4	4	4	Information and Communication Technology	Science: Combined Science	5*	3
2012	JS1041	13	21	3	4	4	4	Geography	Economics	5	4
